Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-16,2022,5,16,,21.1,,6.4,,13.7,,4.3,,0.0,,,,,,0.0,,,,29.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-17,2022,5,17,,12.3,,4.7,,8.5,,9.5,,0.0,,,,,,2.0,,,,34.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-18,2022,5,18,,16.9,,0.9,,8.9,,9.1,,0.0,,,,,,0.3,,,,29.0,,71.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-19,2022,5,19,,7.3,,1.5,,4.4,,13.6,,0.0,,,,,,2.7,,,,33.0,,76.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-20,2022,5,20,,8.8,,1.8,,5.3,,12.7,,0.0,,,,,,0.5,,,,34.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-21,2022,5,21,,10.9,,-0.1,,5.4,,12.6,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-22,2022,5,22,,16.4,,-2.2,,7.1,,10.9,,0.0,,,,,,0.0,,,,33.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-23,2022,5,23,,19.1,,0.9,,10.0,,8.0,,0.0,,,,,,0.0,,,,32.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-24,2022,5,24,,17.5,,5.3,,11.4,,6.6,,0.0,,,,,,0.0,,,,17.0,,55.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-25,2022,5,25,,20.1,,6.4,,13.2,,4.8,,0.0,,,,,,0.0,,,,28.0,,55.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-26,2022,5,26,,20.5,,4.9,,12.7,,5.3,,0.0,,,,,,0.0,,,,19.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-27,2022,5,27,,21.4,,8.5,,15.0,,3.0,,0.0,,,,,,0.0,,,,28.0,,52.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-28,2022,5,28,,19.1,,7.9,,13.5,,4.5,,0.0,,,,,,0.0,,,,29.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-29,2022,5,29,,15.1,,8.1,,11.6,,6.4,,0.0,,,,,,0.0,,,,36.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-30,2022,5,30,,16.0,,5.5,,10.7,,7.3,,0.0,,,,,,0.0,,,,36.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-05-31,2022,5,31,,17.4,,1.2,,9.3,,8.7,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-01,2022,6,1,,19.1,,8.2,,13.7,,4.3,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-02,2022,6,2,,20.5,,2.3,,11.4,,6.6,,0.0,,,,,,0.0,,,,17.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-03,2022,6,3,,21.7,,5.0,,13.4,,4.6,,0.0,,,,,,0.0,,,,16.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-04,2022,6,4,,20.6,,8.8,,14.7,,3.3,,0.0,,,,,,0.8,,,,10.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-05,2022,6,5,,15.6,,7.6,,11.6,,6.4,,0.0,,,,,,10.2,,,,8.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-06,2022,6,6,,16.5,,9.0,,12.7,,5.3,,0.0,,,,,,23.0,,,,32.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-07,2022,6,7,,15.9,,8.7,,12.3,,5.7,,0.0,,,,,,3.1,,,,32.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-08,2022,6,8,,21.8,,5.9,,13.9,,4.1,,0.0,,,,,,0.0,,,,26.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-09,2022,6,9,,23.0,,7.1,,15.0,,3.0,,0.0,,,,,,0.0,,,,15.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-10,2022,6,10,,23.4,,7.8,,15.6,,2.4,,0.0,,,,,,0.0,,,,28.0,,58.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-11,2022,6,11,,21.6,,10.3,,16.0,,2.0,,0.0,,,,,,0.0,,,,28.0,,50.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-12,2022,6,12,,18.6,,6.7,,12.7,,5.3,,0.0,,,,,,2.2,,,,5.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-13,2022,6,13,,14.8,,9.1,,11.9,,6.1,,0.0,,,,,,26.1,,,,36.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-14,2022,6,14,,11.5,,8.3,,9.9,,8.1,,0.0,,,,,,33.1,,,,33.0,,95.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-15,2022,6,15,,15.6,,9.1,,12.3,,5.7,,0.0,,,,,,1.1,,,,32.0,,76.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-16,2022,6,16,,18.8,,7.9,,13.4,,4.6,,0.0,,,,,,0.0,,,,16.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-17,2022,6,17,,20.1,,11.6,,15.8,,2.2,,0.0,,,,,,1.0,,,,31.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-18,2022,6,18,,20.1,,12.1,,16.1,,1.9,,0.0,,,,,,6.8,,,,1.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-19,2022,6,19,,18.9,,10.8,,14.9,,3.1,,0.0,,,,,,0.0,,,,15.0,,50.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-20,2022,6,20,,18.8,,9.0,,13.9,,4.1,,0.0,,,,,,0.5,,,,1.0,,45.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-21,2022,6,21,,22.6,,6.8,,14.7,,3.3,,0.0,,,,,,0.0,,,,28.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-22,2022,6,22,,24.6,,10.5,,17.5,,0.5,,0.0,,,,,,0.0,,,,35.0,,64.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-23,2022,6,23,,12.2,,6.4,,9.3,,8.7,,0.0,,,,,,15.3,,,,33.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-24,2022,6,24,,14.3,,6.8,,10.5,,7.5,,0.0,,,,,,1.3,,,,35.0,,64.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-25,2022,6,25,,19.1,,6.3,,12.7,,5.3,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-26,2022,6,26,,23.6,,6.3,,14.9,,3.1,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-27,2022,6,27,,24.5,,8.1,,16.3,,1.7,,0.0,,,,,,0.2,,,,2.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-28,2022,6,28,,22.1,,9.8,,16.0,,2.0,,0.0,,,,,,0.9,,,,16.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-29,2022,6,29,,18.5,,9.6,,14.0,,4.0,,0.0,,,,,,4.0,,,,32.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-06-30,2022,6,30,,20.8,,9.0,,14.9,,3.1,,0.0,,,,,,0.5,,,,31.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-01,2022,7,1,,23.2,,9.9,,16.5,,1.5,,0.0,,,,,,17.0,,,,32.0,,54.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-02,2022,7,2,,17.1,,10.3,,13.7,,4.3,,0.0,,,,,,0.9,,,,2.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-03,2022,7,3,,13.9,,9.9,,11.9,,6.1,,0.0,,,,,,0.1,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-04,2022,7,4,,14.5,,10.3,,12.4,,5.6,,0.0,,,,,,8.9,,,,9.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-05,2022,7,5,,21.1,,9.3,,15.2,,2.8,,0.0,,,,,,5.8,,,,1.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-06,2022,7,6,,17.6,,7.1,,12.3,,5.7,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-07,2022,7,7,,24.3,,11.2,,17.7,,0.3,,0.0,,,,,,19.3,,,,31.0,,88.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-08,2022,7,8,,25.3,,10.7,,18.0,,0.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-09,2022,7,9,,24.9,,11.2,,18.0,,0.0,,0.0,,,,,,0.0,,,,28.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-10,2022,7,10,,23.2,,10.5,,16.9,,1.1,,0.0,,,,,,0.0,,,,28.0,,47.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-11,2022,7,11,,24.3,,11.7,,18.0,,0.0,,0.0,,,,,,0.0,,,,17.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-12,2022,7,12,,29.1,,13.5,,21.3,,0.0,,3.3,,,,,,0.0,,,,17.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-13,2022,7,13,,24.4,,11.9,,18.2,,0.0,,0.2,,,,,,0.0,,,,35.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-14,2022,7,14,,27.1,,10.3,,18.7,,0.0,,0.7,,,,,,0.0,,,,14.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-15,2022,7,15,,29.1,,11.1,,20.1,,0.0,,2.1,,,,,,0.0,,,,14.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-16,2022,7,16,,27.8,,13.3,,20.6,,0.0,,2.6,,,,,,0.0,,,,28.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-17,2022,7,17,,23.4,,14.6,,19.0,,0.0,,1.0,,,,,,0.0,,,,8.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-18,2022,7,18,,19.5,,12.7,,16.1,,1.9,,0.0,,,,,,2.3,,,,17.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-19,2022,7,19,,28.3,,13.3,,20.8,,0.0,,2.8,,,,,,0.1,,,,29.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-20,2022,7,20,,24.6,,8.9,,16.8,,1.2,,0.0,,,,,,0.0,,,,16.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-21,2022,7,21,,27.5,,11.2,,19.3,,0.0,,1.3,,,,,,0.0,,,,15.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-22,2022,7,22,,22.9,,11.9,,17.4,,0.6,,0.0,,,,,,0.6,,,,33.0,,45.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-23,2022,7,23,,24.6,,11.0,,17.8,,0.2,,0.0,,,,,,0.0,,,,13.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-24,2022,7,24,,26.8,,11.4,,19.1,,0.0,,1.1,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-25,2022,7,25,,21.8,,13.0,,17.4,,0.6,,0.0,,,,,,1.1,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-26,2022,7,26,,24.3,,12.7,,18.5,,0.0,,0.5,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-27,2022,7,27,,27.8,,13.3,,20.5,,0.0,,2.5,,,,,,0.0,,,,2.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-28,2022,7,28,,30.5,,13.9,,22.2,,0.0,,4.2,,,,,,0.0,,,,14.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-29,2022,7,29,,31.5,,14.9,,23.2,,0.0,,5.2,,,,,,2.1,,,,31.0,,62.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-30,2022,7,30,,27.4,,13.6,,20.5,,0.0,,2.5,,,,,,2.6,,,,35.0,,52.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-07-31,2022,7,31,,28.9,,12.0,,20.5,,0.0,,2.5,,,,,,0.0,,,,4.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-01,2022,8,1,,29.9,,13.8,,21.8,,0.0,,3.8,,,,,,0.0,,,,1.0,,69.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-02,2022,8,2,,23.3,,12.4,,17.8,,0.2,,0.0,,,,,,0.0,,,,35.0,,45.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-03,2022,8,3,,27.9,,12.5,,20.2,,0.0,,2.2,,,,,,0.0,,,,2.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-04,2022,8,4,,20.2,,8.6,,14.4,,3.6,,0.0,,,,,,0.0,,,,36.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-05,2022,8,5,,18.1,,7.6,,12.9,,5.1,,0.0,,,,,,0.0,,,,33.0,,47.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-06,2022,8,6,,25.6,,6.9,,16.2,,1.8,,0.0,,,,,,0.0,,,,19.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-07,2022,8,7,,29.7,,11.5,,20.6,,0.0,,2.6,,,,,,0.0,,,,16.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-08,2022,8,8,,29.1,,11.9,,20.5,,0.0,,2.5,,,,,,0.0,,,,34.0,,47.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-09,2022,8,9,,27.4,,11.9,,19.6,,0.0,,1.6,,,,,,0.0,,,,15.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-10,2022,8,10,,27.8,,15.0,,21.4,,0.0,,3.4,,,,,,0.0,,,,18.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-11,2022,8,11,,30.9,,14.9,,22.9,,0.0,,4.9,,,,,,0.0,,,,1.0,,50.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-12,2022,8,12,,31.2,,13.1,,22.1,,0.0,,4.1,,,,,,4.2,,,,32.0,,73.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-13,2022,8,13,,30.5,,12.6,,21.5,,0.0,,3.5,,,,,,0.0,,,,25.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-14,2022,8,14,,28.2,,10.7,,19.4,,0.0,,1.4,,,,,,0.0,,,,17.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-15,2022,8,15,,26.8,,10.4,,18.6,,0.0,,0.6,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-16,2022,8,16,,31.2,,10.2,,20.7,,0.0,,2.7,,,,,,0.6,,,,1.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-17,2022,8,17,,26.9,,11.7,,19.3,,0.0,,1.3,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-18,2022,8,18,,30.7,,11.9,,21.3,,0.0,,3.3,,,,,,0.0,,,,17.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-19,2022,8,19,,31.8,,13.9,,22.8,,0.0,,4.8,,,,,,0.0,,,,17.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-20,2022,8,20,,27.2,,13.4,,20.3,,0.0,,2.3,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-21,2022,8,21,,25.9,,14.3,,20.1,,0.0,,2.1,,,,,,2.8,,,,36.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-22,2022,8,22,,27.1,,11.9,,19.5,,0.0,,1.5,,,,,,8.0,,,,27.0,,54.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-23,2022,8,23,,17.9,,14.3,,16.1,,1.9,,0.0,,,,,,1.1,,,,28.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-24,2022,8,24,,24.5,,12.1,,18.3,,0.0,,0.3,,,,,,0.0,,,,20.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-25,2022,8,25,,24.2,,9.2,,16.7,,1.3,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-26,2022,8,26,,27.7,,10.4,,19.0,,0.0,,1.0,,,,,,0.0,,,,29.0,,50.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-27,2022,8,27,,19.5,,10.5,,15.0,,3.0,,0.0,,,,,,9.9,,,,33.0,,58.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-28,2022,8,28,,22.0,,8.1,,15.1,,2.9,,0.0,,,,,,0.0,,,,29.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-29,2022,8,29,,27.2,,7.7,,17.5,,0.5,,0.0,,,,,,0.0,,,,28.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-30,2022,8,30,,30.6,,11.5,,21.1,,0.0,,3.1,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-08-31,2022,8,31,,31.6,,12.4,,22.0,,0.0,,4.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-01,2022,9,1,,25.8,,12.1,,19.0,,0.0,,1.0,,,,,,0.0,,,,3.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-02,2022,9,2,,30.3,,10.2,,20.2,,0.0,,2.2,,,,,,0.0,,,,15.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-03,2022,9,3,,33.1,,9.9,,21.5,,0.0,,3.5,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-04,2022,9,4,,31.7,,16.9,,24.3,,0.0,,6.3,,,,,,0.0,,,,30.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-05,2022,9,5,,22.4,,9.2,,15.8,,2.2,,0.0,,,,,,0.0,,,,34.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-06,2022,9,6,,23.0,,4.4,,13.7,,4.3,,0.0,,,,,,0.0,,,,17.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-07,2022,9,7,,29.4,,7.8,,18.6,,0.0,,0.6,,,,,,0.0,,,,36.0,,52.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-08,2022,9,8,,16.2,,7.5,,11.8,,6.2,,0.0,,,,,,0.8,,,,34.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-09,2022,9,9,,16.6,,6.2,,11.4,,6.6,,0.0,,,,,,2.4,,,,33.0,,50.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-10,2022,9,10,,25.8,,2.4,,14.1,,3.9,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-11,2022,9,11,,29.0,,7.5,,18.3,,0.0,,0.3,,,,,,0.0,,,,29.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-12,2022,9,12,,20.0,,10.5,,15.2,,2.8,,0.0,,,,,,0.0,,,,35.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-13,2022,9,13,,19.7,,9.3,,14.5,,3.5,,0.0,,,,,,0.0,,,,20.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-14,2022,9,14,,20.8,,8.8,,14.8,,3.2,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-15,2022,9,15,,23.5,,5.9,,14.7,,3.3,,0.0,,,,,,0.0,,,,21.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-16,2022,9,16,,22.0,,6.7,,14.3,,3.7,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-17,2022,9,17,,17.8,,6.3,,12.1,,5.9,,0.0,,,,,,0.0,,,,30.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-18,2022,9,18,,18.4,,1.9,,10.1,,7.9,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-19,2022,9,19,,11.8,,3.4,,7.6,,10.4,,0.0,,,,,,7.5,,,,35.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-20,2022,9,20,,13.8,,0.7,,7.2,,10.8,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-21,2022,9,21,,16.4,,-0.4,,8.0,,10.0,,0.0,,,,,,0.0,,,,17.0,,47.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-22,2022,9,22,,17.2,,3.0,,10.1,,7.9,,0.0,,,,,,0.0,,,,18.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-23,2022,9,23,,19.8,,3.7,,11.8,,6.2,,0.0,,,,,,0.0,,,,28.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-24,2022,9,24,,21.4,,7.0,,14.2,,3.8,,0.0,,,,,,0.0,,,,33.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-25,2022,9,25,,23.2,,1.9,,12.5,,5.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-26,2022,9,26,,25.2,,4.7,,14.9,,3.1,,0.0,,,,,,0.0,,,,20.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-27,2022,9,27,,27.2,,7.0,,17.1,,0.9,,0.0,,,,,,0.0,,,,27.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-28,2022,9,28,,28.4,,7.0,,17.7,,0.3,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-29,2022,9,29,,20.8,,9.6,,15.2,,2.8,,0.0,,,,,,0.0,,,,33.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-09-30,2022,9,30,,16.2,,8.4,,12.3,,5.7,,0.0,,,,,,0.0,,,,34.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-01,2022,10,1,,21.8,,3.2,,12.5,,5.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-02,2022,10,2,,23.3,,3.6,,13.4,,4.6,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-03,2022,10,3,,23.4,,5.7,,14.6,,3.4,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-04,2022,10,4,,23.0,,6.0,,14.5,,3.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-05,2022,10,5,,18.0,,3.7,,10.9,,7.1,,0.0,,,,,,0.3,,,,10.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-06,2022,10,6,,16.4,,1.6,,9.0,,9.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-07,2022,10,7,,20.9,,1.6,,11.3,,6.7,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-08,2022,10,8,,23.2,,2.9,,13.0,,5.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-09,2022,10,9,,20.7,,4.0,,12.4,,5.6,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-10,2022,10,10,,22.3,,5.2,,13.7,,4.3,,0.0,,,,,,2.9,,,,26.0,,63.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-11,2022,10,11,,13.4,,0.6,,7.0,,11.0,,0.0,,,,,,0.0,,,,1.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-12,2022,10,12,,13.3,,1.9,,7.6,,10.4,,0.0,,,,,,0.0,,,,34.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-13,2022,10,13,,21.6,,-1.8,,9.9,,8.1,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-14,2022,10,14,,19.7,,4.7,,12.2,,5.8,,0.0,,,,,,0.0,,,,34.0,,58.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-15,2022,10,15,,16.2,,-0.2,,8.0,,10.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-16,2022,10,16,,19.5,,1.2,,10.3,,7.7,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-17,2022,10,17,,25.8,,1.9,,13.8,,4.2,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-18,2022,10,18,,24.9,,2.1,,13.5,,4.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-19,2022,10,19,,24.9,,0.6,,12.8,,5.2,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-20,2022,10,20,,17.5,,5.0,,11.3,,6.7,,0.0,,,,,,0.0,,,,35.0,,59.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-21,2022,10,21,,5.8,,1.1,,3.5,,14.5,,0.0,,,,,,2.1,,,,35.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-22,2022,10,22,,1.2,,-0.2,,0.5,,17.5,,0.0,,,,,,14.1,,6.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-23,2022,10,23,,3.7,,-4.1,,-0.2,,18.2,,0.0,,,,,,2.3,,11.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2022-10-24,2022,10,24,,6.9,,-6.7,,0.1,,17.9,,0.0,,,,,,0.0,,7.0,,,,,
