,Year,Month,Ward,Crime Count,Population,Crime Rate,Estimated Mean Income,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
57,2021,5,2.0,72,9756.0,7.380073800738007,125593.48,8.864516129032259,0.0,0.0,33.800000000000004
58,2021,5,3.0,60,6702.2307692307695,8.952243225562096,117574.23,8.864516129032259,0.0,0.0,33.800000000000004
59,2021,5,4.0,159,4798.8,33.13328332083021,101800.18,8.864516129032259,0.0,0.0,33.800000000000004
60,2021,5,5.0,173,5119.9,33.78972245551671,96028.92,8.864516129032259,0.0,0.0,33.800000000000004
61,2021,5,6.0,87,5858.5,14.850217632499787,118715.29,8.864516129032259,0.0,0.0,33.800000000000004
62,2021,5,7.0,372,4104.409090909091,90.63424034021064,97385.67,8.864516129032259,0.0,0.0,33.800000000000004
63,2021,5,8.0,297,3937.3076923076924,75.4322555436163,105905.3,8.864516129032259,0.0,0.0,33.800000000000004
64,2021,5,9.0,305,3336.5714285714284,91.41120054803906,86731.65,8.864516129032259,0.0,0.0,33.800000000000004
65,2021,5,10.0,233,5229.368421052632,44.55604983997263,101744.58,8.864516129032259,0.0,0.0,33.800000000000004
66,2021,5,11.0,155,3885.8275862068967,39.88854280364543,106499.65,8.864516129032259,0.0,0.0,33.800000000000004
67,2021,5,12.0,68,7890.692307692308,8.617748272063482,108832.46,8.864516129032259,0.0,0.0,33.800000000000004
68,2021,5,13.0,68,7499.692307692308,9.067038647739395,108758.98,8.864516129032259,0.0,0.0,33.800000000000004
69,2021,5,14.0,63,6067.6,10.383017997231194,113770.84,8.864516129032259,0.0,0.0,33.800000000000004
70,2021,6,1.0,96,7929.0,12.107453651153993,122484.73,17.0,0.0,0.0,24.9
71,2021,6,2.0,40,9756.0,4.100041000410004,125593.48,17.0,0.0,0.0,24.9
72,2021,6,3.0,50,6702.2307692307695,7.460202687968414,117574.23,17.0,0.0,0.0,24.9
73,2021,6,4.0,178,4798.8,37.09260648495457,101800.18,17.0,0.0,0.0,24.9
74,2021,6,5.0,195,5119.9,38.08668138049572,96028.92,17.0,0.0,0.0,24.9
75,2021,6,6.0,93,5858.5,15.874370572672186,118715.29,17.0,0.0,0.0,24.9
76,2021,6,7.0,369,4104.409090909091,89.90331904714442,97385.67,17.0,0.0,0.0,24.9
77,2021,6,8.0,324,3937.3076923076924,82.28973332030868,105905.3,17.0,0.0,0.0,24.9
78,2021,6,9.0,330,3336.5714285714284,98.9039219044357,86731.65,17.0,0.0,0.0,24.9
79,2021,6,10.0,221,5229.368421052632,42.26131765937318,101744.58,17.0,0.0,0.0,24.9
80,2021,6,11.0,162,3885.8275862068967,41.68996086574554,106499.65,17.0,0.0,0.0,24.9
81,2021,6,12.0,66,7890.692307692308,8.364285087591027,108832.46,17.0,0.0,0.0,24.9
82,2021,6,13.0,58,7499.692307692308,7.733650611307131,108758.98,17.0,0.0,0.0,24.9
83,2021,6,14.0,56,6067.6,9.229349330872173,113770.84,17.0,0.0,0.0,24.9
84,2021,7,1.0,114,7929.0,14.377601210745366,122484.73,19.35483870967742,0.0,0.0,56.1
85,2021,7,2.0,59,9756.0,6.047560475604755,125593.48,19.35483870967742,0.0,0.0,56.1
86,2021,7,3.0,47,6702.2307692307695,7.0125905266903095,117574.23,19.35483870967742,0.0,0.0,56.1
87,2021,7,4.0,176,4798.8,36.67583562557306,101800.18,19.35483870967742,0.0,0.0,56.1
88,2021,7,5.0,166,5119.9,32.422508252114305,96028.92,19.35483870967742,0.0,0.0,56.1
89,2021,7,6.0,107,5858.5,18.264060766407784,118715.29,19.35483870967742,0.0,0.0,56.1
90,2021,7,7.0,394,4104.409090909091,95.9943298226962,97385.67,19.35483870967742,0.0,0.0,56.1
91,2021,7,8.0,415,3937.3076923076924,105.401973234346,105905.3,19.35483870967742,0.0,0.0,56.1
92,2021,7,9.0,404,3336.5714285714284,121.08237711936975,86731.65,19.35483870967742,0.0,0.0,56.1
93,2021,7,10.0,267,5229.368421052632,51.057791018337724,101744.58,19.35483870967742,0.0,0.0,56.1
94,2021,7,11.0,240,3885.8275862068967,61.7629049862897,106499.65,19.35483870967742,0.0,0.0,56.1
95,2021,7,12.0,73,7890.692307692308,9.251406233244621,108832.46,19.35483870967742,0.0,0.0,56.1
96,2021,7,13.0,76,7499.692307692308,10.133749076885206,108758.98,19.35483870967742,0.0,0.0,56.1
97,2021,7,14.0,54,6067.6,8.899729711912453,113770.84,19.35483870967742,0.0,0.0,56.1
98,2021,8,1.0,97,7929.0,12.23357296002018,122484.73,16.596774193548388,0.0,0.0,70.2
99,2021,8,2.0,61,9756.0,6.252562525625256,125593.48,16.596774193548388,0.0,0.0,70.2
100,2021,8,3.0,55,6702.2307692307695,8.206222956765256,117574.23,16.596774193548388,0.0,0.0,70.2
101,2021,8,4.0,175,4798.8,36.4674501958823,101800.18,16.596774193548388,0.0,0.0,70.2
102,2021,8,5.0,217,5119.9,42.38364030547472,96028.92,16.596774193548388,0.0,0.0,70.2
103,2021,8,6.0,95,5858.5,16.215754886062985,118715.29,16.596774193548388,0.0,0.0,70.2
104,2021,8,7.0,384,4104.409090909091,93.55792551247549,97385.67,16.596774193548388,0.0,0.0,70.2
105,2021,8,8.0,411,3937.3076923076924,104.38605060076193,105905.3,16.596774193548388,0.0,0.0,70.2
106,2021,8,9.0,464,3336.5714285714284,139.0649083747217,86731.65,16.596774193548388,0.0,0.0,70.2
107,2021,8,10.0,251,5229.368421052632,47.998148110871796,101744.58,16.596774193548388,0.0,0.0,70.2
108,2021,8,11.0,209,3885.8275862068967,53.785196425560606,106499.65,16.596774193548388,0.0,0.0,70.2
109,2021,8,12.0,98,7890.692307692308,12.419696039150313,108832.46,16.596774193548388,0.0,0.0,70.2
110,2021,8,13.0,95,7499.692307692308,12.667186346106506,108758.98,16.596774193548388,0.0,0.0,70.2
111,2021,8,14.0,68,6067.6,11.207067044630497,113770.84,16.596774193548388,0.0,0.0,70.2
112,2021,9,1.0,98,7929.0,12.359692268886366,122484.73,12.906666666666666,0.0,0.0,14.5
113,2021,9,2.0,64,9756.0,6.5600656006560065,125593.48,12.906666666666666,0.0,0.0,14.5
114,2021,9,3.0,54,6702.2307692307695,8.057018903005888,117574.23,12.906666666666666,0.0,0.0,14.5
115,2021,9,4.0,188,4798.8,39.17646078186213,101800.18,12.906666666666666,0.0,0.0,14.5
116,2021,9,5.0,209,5119.9,40.821109787300536,96028.92,12.906666666666666,0.0,0.0,14.5
117,2021,9,6.0,106,5858.5,18.093368609712382,118715.29,12.906666666666666,0.0,0.0,14.5
118,2021,9,7.0,406,4104.409090909091,98.91801499496107,97385.67,12.906666666666666,0.0,0.0,14.5
119,2021,9,8.0,365,3937.3076923076924,92.70294031454527,105905.3,12.906666666666666,0.0,0.0,14.5
120,2021,9,9.0,410,3336.5714285714284,122.88063024490495,86731.65,12.906666666666666,0.0,0.0,14.5
121,2021,9,10.0,256,5229.368421052632,48.954286519454904,101744.58,12.906666666666666,0.0,0.0,14.5
122,2021,9,11.0,197,3885.8275862068967,50.69705117624613,106499.65,12.906666666666666,0.0,0.0,14.5
123,2021,9,12.0,106,7890.692307692308,13.433548777040135,108832.46,12.906666666666666,0.0,0.0,14.5
124,2021,9,13.0,85,7499.692307692308,11.333798309674243,108758.98,12.906666666666666,0.0,0.0,14.5
125,2021,9,14.0,51,6067.6,8.40530028347287,113770.84,12.906666666666666,0.0,0.0,14.5
126,2021,10,1.0,85,7929.0,10.72014125362593,122484.73,5.32258064516129,0.0,0.0,29.900000000000002
127,2021,10,2.0,57,9756.0,5.842558425584255,125593.48,5.32258064516129,0.0,0.0,29.900000000000002
128,2021,10,3.0,75,6702.2307692307695,11.190304031952621,117574.23,5.32258064516129,0.0,0.0,29.900000000000002
129,2021,10,4.0,174,4798.8,36.25906476619155,101800.18,5.32258064516129,0.0,0.0,29.900000000000002
130,2021,10,5.0,229,5119.9,44.72743608273599,96028.92,5.32258064516129,0.0,0.0,29.900000000000002
131,2021,10,6.0,131,5858.5,22.360672527097382,118715.29,5.32258064516129,0.0,0.0,29.900000000000002
132,2021,10,7.0,388,4104.409090909091,94.53248723656378,97385.67,5.32258064516129,0.0,0.0,29.900000000000002
133,2021,10,8.0,348,3937.3076923076924,88.38526912181304,105905.3,5.32258064516129,0.0,0.0,29.900000000000002
134,2021,10,9.0,341,3336.5714285714284,102.20071930125022,86731.65,5.32258064516129,0.0,0.0,29.900000000000002
135,2021,10,10.0,284,5229.368421052632,54.30866160752028,101744.58,5.32258064516129,0.0,0.0,29.900000000000002
136,2021,10,11.0,195,3885.8275862068967,50.182360301360376,106499.65,5.32258064516129,0.0,0.0,29.900000000000002
137,2021,10,12.0,102,7890.692307692308,12.926622408095225,108832.46,5.32258064516129,0.0,0.0,29.900000000000002
138,2021,10,13.0,78,7499.692307692308,10.400426684171657,108758.98,5.32258064516129,0.0,0.0,29.900000000000002
139,2021,10,14.0,59,6067.6,9.723778759311752,113770.84,5.32258064516129,0.0,0.0,29.900000000000002
140,2021,11,1.0,126,7929.0,15.891032917139613,122484.73,1.3655172413793104,0.0,0.0,2.0
141,2021,11,2.0,62,9756.0,6.355063550635506,125593.48,1.3655172413793104,0.0,0.0,2.0
142,2021,11,3.0,64,6702.2307692307695,9.54905944059957,117574.23,1.3655172413793104,0.0,0.0,2.0
143,2021,11,4.0,167,4798.8,34.800366758356255,101800.18,1.3655172413793104,0.0,0.0,2.0
144,2021,11,5.0,209,5119.9,40.821109787300536,96028.92,1.3655172413793104,0.0,0.0,2.0
145,2021,11,6.0,100,5858.5,17.069215669539986,118715.29,1.3655172413793104,0.0,0.0,2.0
146,2021,11,7.0,411,4104.409090909091,100.13621715007143,97385.67,1.3655172413793104,0.0,0.0,2.0
147,2021,11,8.0,290,3937.3076923076924,73.65439093484419,105905.3,1.3655172413793104,0.0,0.0,2.0
148,2021,11,9.0,324,3336.5714285714284,97.10566877890051,86731.65,1.3655172413793104,0.0,0.0,2.0
149,2021,11,10.0,303,5229.368421052632,57.94198756013607,101744.58,1.3655172413793104,0.0,0.0,2.0
150,2021,11,11.0,242,3885.8275862068967,62.27759586117544,106499.65,1.3655172413793104,0.0,0.0,2.0
151,2021,11,12.0,113,7890.692307692308,14.320669922693728,108832.46,1.3655172413793104,0.0,0.0,2.0
152,2021,11,13.0,101,7499.692307692308,13.467219167965865,108758.98,1.3655172413793104,0.0,0.0,2.0
153,2021,11,14.0,89,6067.6,14.66807304370756,113770.84,1.3655172413793104,0.0,0.0,2.0
154,2021,12,1.0,106,7929.0,13.368646739815865,122484.73,-13.093548387096773,0.0,0.0,12.4
155,2021,12,2.0,76,9756.0,7.790077900779008,125593.48,-13.093548387096773,0.0,0.0,12.4
156,2021,12,3.0,51,6702.2307692307695,7.609406741727782,117574.23,-13.093548387096773,0.0,0.0,12.4
157,2021,12,4.0,206,4798.8,42.92739851629574,101800.18,-13.093548387096773,0.0,0.0,12.4
158,2021,12,5.0,243,5119.9,47.461864489540815,96028.92,-13.093548387096773,0.0,0.0,12.4
159,2021,12,6.0,103,5858.5,17.581292139626186,118715.29,-13.093548387096773,0.0,0.0,12.4
160,2021,12,7.0,327,4104.409090909091,79.67042094421741,97385.67,-13.093548387096773,0.0,0.0,12.4
161,2021,12,8.0,284,3937.3076923076924,72.1305069844681,105905.3,-13.093548387096773,0.0,0.0,12.4
162,2021,12,9.0,318,3336.5714285714284,95.30741565336531,86731.65,-13.093548387096773,0.0,0.0,12.4
163,2021,12,10.0,289,5229.368421052632,55.264800016103386,101744.58,-13.093548387096773,0.0,0.0,12.4
164,2021,12,11.0,195,3885.8275862068967,50.182360301360376,106499.65,-13.093548387096773,0.0,0.0,12.4
165,2021,12,12.0,76,7890.692307692308,9.631601009953304,108832.46,-13.093548387096773,0.0,0.0,12.4
166,2021,12,13.0,67,7499.692307692308,8.933699844096168,108758.98,-13.093548387096773,0.0,0.0,12.4
167,2021,12,14.0,58,6067.6,9.558968949831893,113770.84,-13.093548387096773,0.0,0.0,12.4
168,2022,1,1.0,154,8206.375,18.7658984630851,122484.73,-5.674193548387097,0.0,0.0,1.1
169,2022,1,2.0,97,10097.15,9.606671189395028,125593.48,-5.674193548387097,0.0,0.0,1.1
170,2022,1,3.0,65,6936.653846153846,9.370512273153206,117574.23,-5.674193548387097,0.0,0.0,1.1
171,2022,1,4.0,229,4966.575,46.10823354122308,101800.18,-5.674193548387097,0.0,0.0,1.1
172,2022,1,5.0,238,5298.9,44.91498235482836,96028.92,-5.674193548387097,0.0,0.0,1.1
173,2022,1,6.0,113,6063.333333333333,18.63661352391424,118715.29,-5.674193548387097,0.0,0.0,1.1
174,2022,1,7.0,375,4247.840909090909,88.28014231829003,97385.67,-5.674193548387097,0.0,0.0,1.1
175,2022,1,8.0,342,4074.8653846153848,83.92915292152172,105905.3,-5.674193548387097,0.0,0.0,1.1
176,2022,1,9.0,393,3453.1964285714284,113.8076006184746,86731.65,-5.674193548387097,0.0,0.0,1.1
177,2022,1,10.0,332,5412.263157894737,61.34217614967958,101744.58,-5.674193548387097,0.0,0.0,1.1
178,2022,1,11.0,256,4021.6724137931033,63.6551100288523,106499.65,-5.674193548387097,0.0,0.0,1.1
179,2022,1,12.0,97,8166.7307692307695,11.877457790755175,108832.46,-5.674193548387097,0.0,0.0,1.1
180,2022,1,13.0,86,7761.884615384615,11.079783359513204,108758.98,-5.674193548387097,0.0,0.0,1.1
181,2022,1,14.0,57,6279.766666666666,9.076770368325787,113770.84,-5.674193548387097,0.0,0.0,1.1
182,2022,2,1.0,119,8206.375,14.50092153965667,122484.73,-4.771428571428571,0.0,0.0,13.9
183,2022,2,2.0,86,10097.15,8.517254868948168,125593.48,-4.771428571428571,0.0,0.0,13.9
184,2022,2,3.0,78,6936.653846153846,11.244614727783848,117574.23,-4.771428571428571,0.0,0.0,13.9
185,2022,2,4.0,211,4966.575,42.48400557728415,101800.18,-4.771428571428571,0.0,0.0,13.9
186,2022,2,5.0,214,5298.9,40.38574043669441,96028.92,-4.771428571428571,0.0,0.0,13.9
187,2022,2,6.0,119,6063.333333333333,19.626168224299064,118715.29,-4.771428571428571,0.0,0.0,13.9
188,2022,2,7.0,334,4247.840909090909,78.62818009149034,97385.67,-4.771428571428571,0.0,0.0,13.9
189,2022,2,8.0,258,4074.8653846153848,63.31497501097251,105905.3,-4.771428571428571,0.0,0.0,13.9
190,2022,2,9.0,393,3453.1964285714284,113.8076006184746,86731.65,-4.771428571428571,0.0,0.0,13.9
191,2022,2,10.0,312,5412.263157894737,57.64686433343382,101744.58,-4.771428571428571,0.0,0.0,13.9
192,2022,2,11.0,190,4021.6724137931033,47.24402697453881,106499.65,-4.771428571428571,0.0,0.0,13.9
193,2022,2,12.0,126,8166.7307692307695,15.428450326135588,108832.46,-4.771428571428571,0.0,0.0,13.9
194,2022,2,13.0,77,7761.884615384615,9.920271147471123,108758.98,-4.771428571428571,0.0,0.0,13.9
195,2022,2,14.0,81,6279.766666666666,12.898568418147173,113770.84,-4.771428571428571,0.0,0.0,13.9
196,2022,3,1.0,146,8206.375,17.79104659487289,122484.73,0.08709677419354851,0.0,0.0,6.7
197,2022,3,2.0,135,10097.15,13.370109387302358,125593.48,0.08709677419354851,0.0,0.0,6.7
198,2022,3,3.0,96,6936.653846153846,13.83952581881089,117574.23,0.08709677419354851,0.0,0.0,6.7
199,2022,3,4.0,230,4966.575,46.30957953921968,101800.18,0.08709677419354851,0.0,0.0,6.7
200,2022,3,5.0,260,5298.9,49.06678744645115,96028.92,0.08709677419354851,0.0,0.0,6.7
201,2022,3,6.0,155,6063.333333333333,25.56349642660803,118715.29,0.08709677419354851,0.0,0.0,6.7
202,2022,3,7.0,406,4247.840909090909,95.57796741660202,97385.67,0.08709677419354851,0.0,0.0,6.7
203,2022,3,8.0,346,4074.8653846153848,84.91078044107167,105905.3,0.08709677419354851,0.0,0.0,6.7
204,2022,3,9.0,439,3453.1964285714284,127.12859203946655,86731.65,0.08709677419354851,0.0,0.0,6.7
205,2022,3,10.0,394,5412.263157894737,72.79764278004143,101744.58,0.08709677419354851,0.0,0.0,6.7
206,2022,3,11.0,271,4021.6724137931033,67.38490163210537,106499.65,0.08709677419354851,0.0,0.0,6.7
207,2022,3,12.0,143,8166.7307692307695,17.51006663997928,108832.46,0.08709677419354851,0.0,0.0,6.7
208,2022,3,13.0,101,7761.884615384615,13.012303712916669,108758.98,0.08709677419354851,0.0,0.0,6.7
209,2022,3,14.0,97,6279.766666666666,15.446433784694761,113770.84,0.08709677419354851,0.0,0.0,6.7
210,2022,4,1.0,117,8206.375,14.257208572603616,122484.73,1.7433333333333332,0.0,0.0,24.400000000000002
211,2022,4,2.0,93,10097.15,9.210519800141626,125593.48,1.7433333333333332,0.0,0.0,24.400000000000002
212,2022,4,3.0,82,6936.653846153846,11.821261636900967,117574.23,1.7433333333333332,0.0,0.0,24.400000000000002
213,2022,4,4.0,194,4966.575,39.06112361134182,101800.18,1.7433333333333332,0.0,0.0,24.400000000000002
214,2022,4,5.0,212,5298.9,40.00830361018325,96028.92,1.7433333333333332,0.0,0.0,24.400000000000002
215,2022,4,6.0,73,6063.333333333333,12.039582188015393,118715.29,1.7433333333333332,0.0,0.0,24.400000000000002
216,2022,4,7.0,402,4247.840909090909,94.63631256520692,97385.67,1.7433333333333332,0.0,0.0,24.400000000000002
217,2022,4,8.0,282,4074.8653846153848,69.20474012827228,105905.3,1.7433333333333332,0.0,0.0,24.400000000000002
218,2022,4,9.0,433,3453.1964285714284,125.39107141933717,86731.65,1.7433333333333332,0.0,0.0,24.400000000000002
219,2022,4,10.0,390,5412.263157894737,72.05858041679228,101744.58,1.7433333333333332,0.0,0.0,24.400000000000002
220,2022,4,11.0,204,4021.6724137931033,50.725165804241676,106499.65,1.7433333333333332,0.0,0.0,24.400000000000002
221,2022,4,12.0,87,8166.7307692307695,10.652977606141238,108832.46,1.7433333333333332,0.0,0.0,24.400000000000002
222,2022,4,13.0,93,7761.884615384615,11.981626191101487,108758.98,1.7433333333333332,0.0,0.0,24.400000000000002
223,2022,4,14.0,86,6279.766666666666,13.694776345193294,113770.84,1.7433333333333332,0.0,0.0,24.400000000000002
224,2022,5,1.0,138,8206.375,16.816194726660676,122484.73,9.30967741935484,0.0,0.0,11.3
225,2022,5,2.0,94,10097.15,9.309557647454975,125593.48,9.30967741935484,0.0,0.0,11.3
226,2022,5,3.0,61,6936.653846153846,8.793865364036085,117574.23,9.30967741935484,0.0,0.0,11.3
227,2022,5,4.0,241,4966.575,48.52438551718236,101800.18,9.30967741935484,0.0,0.0,11.3
228,2022,5,5.0,212,5298.9,40.00830361018325,96028.92,9.30967741935484,0.0,0.0,11.3
229,2022,5,6.0,97,6063.333333333333,15.997800989554701,118715.29,9.30967741935484,0.0,0.0,11.3
230,2022,5,7.0,387,4247.840909090909,91.10510687247532,97385.67,9.30967741935484,0.0,0.0,11.3
231,2022,5,8.0,305,4074.8653846153848,74.84909836568457,105905.3,9.30967741935484,0.0,0.0,11.3
232,2022,5,9.0,427,3453.1964285714284,123.65355079920778,86731.65,9.30967741935484,0.0,0.0,11.3
233,2022,5,10.0,392,5412.263157894737,72.42811159841685,101744.58,9.30967741935484,0.0,0.0,11.3
234,2022,5,11.0,262,4021.6724137931033,65.14702667015352,106499.65,9.30967741935484,0.0,0.0,11.3
235,2022,5,12.0,136,8166.7307692307695,16.652930510749524,108832.46,9.30967741935484,0.0,0.0,11.3
236,2022,5,13.0,104,7761.884615384615,13.398807783597363,108758.98,9.30967741935484,0.0,0.0,11.3
237,2022,5,14.0,87,6279.766666666666,13.854017930602518,113770.84,9.30967741935484,0.0,0.0,11.3
238,2022,6,1.0,126,8206.375,15.353916924342357,122484.73,13.733333333333333,0.0,0.0,130.1
239,2022,6,2.0,77,10097.15,7.625914243128012,125593.48,13.733333333333333,0.0,0.0,130.1
240,2022,6,3.0,111,6936.653846153846,16.00195172800009,117574.23,13.733333333333333,0.0,0.0,130.1
241,2022,6,4.0,269,4966.575,54.16207346108737,101800.18,13.733333333333333,0.0,0.0,130.1
242,2022,6,5.0,196,5298.9,36.988808998093944,96028.92,13.733333333333333,0.0,0.0,130.1
243,2022,6,6.0,100,6063.333333333333,16.492578339747112,118715.29,13.733333333333333,0.0,0.0,130.1
244,2022,6,7.0,384,4247.840909090909,90.39886573392901,97385.67,13.733333333333333,0.0,0.0,130.1
245,2022,6,8.0,337,4074.8653846153848,82.70211852208426,105905.3,13.733333333333333,0.0,0.0,130.1
246,2022,6,9.0,463,3453.1964285714284,134.07867451998408,86731.65,13.733333333333333,0.0,0.0,130.1
247,2022,6,10.0,376,5412.263157894737,69.47186214542025,101744.58,13.733333333333333,0.0,0.0,130.1
248,2022,6,11.0,256,4021.6724137931033,63.6551100288523,106499.65,13.733333333333333,0.0,0.0,130.1
249,2022,6,12.0,126,8166.7307692307695,15.428450326135588,108832.46,13.733333333333333,0.0,0.0,130.1
250,2022,6,13.0,104,7761.884615384615,13.398807783597363,108758.98,13.733333333333333,0.0,0.0,130.1
251,2022,6,14.0,82,6279.766666666666,13.057810003556396,113770.84,13.733333333333333,0.0,0.0,130.1
252,2022,7,1.0,124,8206.375,15.110203957289302,122484.73,18.019354838709678,0.0,0.0,60.8
253,2022,7,2.0,79,10097.15,7.823989937754714,125593.48,18.019354838709678,0.0,0.0,60.8
